! 30S energy loss (dE/dX) in He
! apply ZOOM for details
Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al,Pergamon Press,NY(low energy)	Energy (MeV/u)3	2 - ATIMA 1.2 LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2 without LS-correction	Energy (MeV/u)5	4 - ATIMA 1.4 H.Weick, improved mean charge formula for HI	Energy (MeV/u)6	5 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)7	6 - nuclear component of [1] - J.F.Ziegler et al	
560.000000	7.05958e-06	560.000000	8.32824e-06	560.000000	8.44457e-06	560.000000	8.32383e-06	560.000000	8.4444e-06	560.000000	8.32669e-06	560.000000	1.55628e-09	
580.000000	6.96097e-06	580.000000	8.21358e-06	580.000000	8.33314e-06	580.000000	8.21339e-06	580.000000	8.33328e-06	580.000000	8.21207e-06	580.000000	1.50655e-09	
600.000000	6.86925e-06	600.000000	8.10713e-06	600.000000	8.23019e-06	600.000000	8.11098e-06	600.000000	8.2303e-06	600.000000	8.10567e-06	600.000000	1.46001e-09	
620.000000	6.78378e-06	620.000000	8.00814e-06	620.000000	8.13474e-06	620.000000	8.01584e-06	620.000000	8.13452e-06	620.000000	8.00672e-06	620.000000	1.41635e-09	
640.000000	6.70402e-06	640.000000	7.91591e-06	640.000000	8.04541e-06	640.000000	7.92728e-06	640.000000	8.0454e-06	640.000000	7.91453e-06	640.000000	1.37532e-09	
660.000000	6.62946e-06	660.000000	7.82985e-06	660.000000	7.96214e-06	660.000000	7.8447e-06	660.000000	7.96229e-06	660.000000	7.82851e-06	660.000000	1.33668e-09	
680.000000	6.55968e-06	680.000000	7.74942e-06	680.000000	7.88474e-06	680.000000	7.76759e-06	680.000000	7.88463e-06	680.000000	7.74812e-06	680.000000	1.30022e-09	
700.000000	6.49429e-06	700.000000	7.67417e-06	700.000000	7.81232e-06	700.000000	7.69546e-06	700.000000	7.81202e-06	700.000000	7.6729e-06	700.000000	1.26576e-09	
720.000000	6.43294e-06	720.000000	7.60366e-06	720.000000	7.74418e-06	720.000000	7.62791e-06	720.000000	7.74398e-06	720.000000	7.60243e-06	720.000000	1.23315e-09	
740.000000	6.37532e-06	740.000000	7.53753e-06	740.000000	7.68013e-06	740.000000	7.56456e-06	740.000000	7.68015e-06	740.000000	7.53633e-06	740.000000	1.20223e-09	
760.000000	6.32115e-06	760.000000	7.47543e-06	760.000000	7.61999e-06	760.000000	7.50507e-06	760.000000	7.62025e-06	760.000000	7.47426e-06	760.000000	1.17288e-09	
780.000000	6.27019e-06	780.000000	7.41707e-06	780.000000	7.56358e-06	780.000000	7.44915e-06	780.000000	7.56389e-06	780.000000	7.41593e-06	780.000000	1.14497e-09	
800.000000	6.2222e-06	800.000000	7.36217e-06	800.000000	7.51068e-06	800.000000	7.39653e-06	800.000000	7.51084e-06	800.000000	7.36105e-06	800.000000	1.11841e-09	
820.000000	6.17697e-06	820.000000	7.31048e-06	820.000000	7.46093e-06	820.000000	7.34696e-06	820.000000	7.4609e-06	820.000000	7.30938e-06	820.000000	1.09309e-09	
840.000000	6.13433e-06	840.000000	7.26178e-06	840.000000	7.41395e-06	840.000000	7.30022e-06	840.000000	7.41378e-06	840.000000	7.26071e-06	840.000000	1.06893e-09	
860.000000	6.09411e-06	860.000000	7.21586e-06	860.000000	7.36945e-06	860.000000	7.25611e-06	860.000000	7.36929e-06	860.000000	7.21482e-06	860.000000	1.04585e-09	
880.000000	6.05613e-06	880.000000	7.17255e-06	880.000000	7.32731e-06	880.000000	7.21444e-06	880.000000	7.32728e-06	880.000000	7.17152e-06	880.000000	1.02378e-09	
900.000000	6.02028e-06	900.000000	7.13167e-06	900.000000	7.28744e-06	900.000000	7.17506e-06	900.000000	7.28759e-06	900.000000	7.13066e-06	900.000000	1.00265e-09	
920.000000	5.98641e-06	920.000000	7.09306e-06	920.000000	7.24974e-06	920.000000	7.13781e-06	920.000000	7.24998e-06	920.000000	7.09208e-06	920.000000	9.82411e-10	
940.000000	5.9544e-06	940.000000	7.05658e-06	940.000000	7.21409e-06	940.000000	7.10254e-06	940.000000	7.2144e-06	940.000000	7.05562e-06	940.000000	9.62997e-10	
960.000000	5.92416e-06	960.000000	7.02211e-06	960.000000	7.18041e-06	960.000000	7.06913e-06	960.000000	7.1807e-06	960.000000	7.02117e-06	960.000000	9.44362e-10	
980.000000	5.89556e-06	980.000000	6.98953e-06	980.000000	7.14858e-06	980.000000	7.03747e-06	980.000000	7.14876e-06	980.000000	6.9886e-06	980.000000	9.26458e-10	
1000.000000	5.86853e-06	1000.000000	6.95871e-06	1000.000000	7.11843e-06	1000.000000	7.00744e-06	1000.000000	7.11843e-06	1000.000000	6.95781e-06	1000.000000	9.09244e-10	
1020.000000	5.84297e-06	1020.000000	6.92957e-06	1020.000000	7.0898e-06	1020.000000	6.97895e-06	1020.000000	7.08966e-06	1020.000000	6.92868e-06	1020.000000	8.92679e-10	
1040.000000	5.81881e-06	1040.000000	6.90201e-06	1040.000000	7.06255e-06	1040.000000	6.9519e-06	1040.000000	7.06236e-06	1040.000000	6.90113e-06	1040.000000	8.76727e-10	
1060.000000	5.79597e-06	1060.000000	6.87593e-06	1060.000000	7.03659e-06	1060.000000	6.9262e-06	1060.000000	7.03643e-06	1060.000000	6.87507e-06	1060.000000	8.61354e-10	
1080.000000	5.77438e-06	1080.000000	6.85126e-06	1080.000000	7.01188e-06	1080.000000	6.90179e-06	1080.000000	7.01176e-06	1080.000000	6.85041e-06	1080.000000	8.46529e-10	
1100.000000	5.75398e-06	1100.000000	6.82793e-06	1100.000000	6.98835e-06	1100.000000	6.87859e-06	1100.000000	6.98831e-06	1100.000000	6.82709e-06	1100.000000	8.32223e-10	
1120.000000	5.73471e-06	1120.000000	6.80585e-06	1120.000000	6.96597e-06	1120.000000	6.85652e-06	1120.000000	6.96602e-06	1120.000000	6.80504e-06	1120.000000	8.18409e-10	
1140.000000	5.71651e-06	1140.000000	6.78498e-06	1140.000000	6.94467e-06	1140.000000	6.83553e-06	1140.000000	6.94482e-06	1140.000000	6.78417e-06	1140.000000	8.05061e-10	
1160.000000	5.69933e-06	1160.000000	6.76524e-06	1160.000000	6.92443e-06	1160.000000	6.81555e-06	1160.000000	6.92463e-06	1160.000000	6.76445e-06	1160.000000	7.92156e-10	
1180.000000	5.68313e-06	1180.000000	6.74658e-06	1180.000000	6.90519e-06	1180.000000	6.79654e-06	1180.000000	6.9054e-06	1180.000000	6.7458e-06	1180.000000	7.79672e-10	
1200.000000	5.66785e-06	1200.000000	6.72895e-06	1200.000000	6.8869e-06	1200.000000	6.77844e-06	1200.000000	6.88709e-06	1200.000000	6.72819e-06	1200.000000	7.67589e-10	
1220.000000	5.65346e-06	1220.000000	6.7123e-06	1220.000000	6.86953e-06	1220.000000	6.7612e-06	1220.000000	6.86967e-06	1220.000000	6.71155e-06	1220.000000	7.55887e-10	
1240.000000	5.63991e-06	1240.000000	6.69658e-06	1240.000000	6.85302e-06	1240.000000	6.74478e-06	1240.000000	6.85307e-06	1240.000000	6.69584e-06	1240.000000	7.44549e-10	
1260.000000	5.62716e-06	1260.000000	6.68175e-06	1260.000000	6.8373e-06	1260.000000	6.72914e-06	1260.000000	6.83725e-06	1260.000000	6.68101e-06	1260.000000	7.33557e-10	
1280.000000	5.61519e-06	1280.000000	6.66776e-06	1280.000000	6.82232e-06	1280.000000	6.71424e-06	1280.000000	6.82216e-06	1280.000000	6.66704e-06	1280.000000	7.22896e-10	
1300.000000	5.60396e-06	1300.000000	6.65458e-06	1300.000000	6.80803e-06	1300.000000	6.70004e-06	1300.000000	6.80778e-06	1300.000000	6.65387e-06	1300.000000	7.1255e-10	
1320.000000	5.59343e-06	1320.000000	6.64218e-06	1320.000000	6.79438e-06	1320.000000	6.68651e-06	1320.000000	6.79409e-06	1320.000000	6.64148e-06	1320.000000	7.02507e-10	
1340.000000	5.58359e-06	1340.000000	6.63051e-06	1340.000000	6.78134e-06	1340.000000	6.67361e-06	1340.000000	6.78104e-06	1340.000000	6.62982e-06	1340.000000	6.92752e-10	
1360.000000	5.57439e-06	1360.000000	6.61955e-06	1360.000000	6.76887e-06	1360.000000	6.66132e-06	1360.000000	6.76859e-06	1360.000000	6.61887e-06	1360.000000	6.83273e-10	
1380.000000	5.56581e-06	1380.000000	6.60926e-06	1380.000000	6.75698e-06	1380.000000	6.64961e-06	1380.000000	6.75671e-06	1380.000000	6.60859e-06	1380.000000	6.74059e-10	
1400.000000	5.55784e-06	1400.000000	6.59963e-06	1400.000000	6.74562e-06	1400.000000	6.63844e-06	1400.000000	6.74539e-06	1400.000000	6.59896e-06	1400.000000	6.65098e-10	
1420.000000	5.55044e-06	1420.000000	6.59061e-06	1420.000000	6.7348e-06	1420.000000	6.6278e-06	1420.000000	6.7346e-06	1420.000000	6.58995e-06	1420.000000	6.56381e-10	
1440.000000	5.54359e-06	1440.000000	6.58219e-06	1440.000000	6.72447e-06	1440.000000	6.61765e-06	1440.000000	6.72433e-06	1440.000000	6.58154e-06	1440.000000	6.47896e-10	
1460.000000	5.53728e-06	1460.000000	6.57434e-06	1460.000000	6.71464e-06	1460.000000	6.60799e-06	1460.000000	6.71454e-06	1460.000000	6.5737e-06	1460.000000	6.39636e-10	
1480.000000	5.53148e-06	1480.000000	6.56703e-06	1480.000000	6.70527e-06	1480.000000	6.59878e-06	1480.000000	6.70519e-06	1480.000000	6.5664e-06	1480.000000	6.3159e-10	
1500.000000	5.52617e-06	1500.000000	6.56026e-06	1500.000000	6.69635e-06	1500.000000	6.59001e-06	1500.000000	6.69628e-06	1500.000000	6.55963e-06	1500.000000	6.23751e-10	
1520.000000	5.52134e-06	1520.000000	6.55399e-06	1520.000000	6.68785e-06	1520.000000	6.58165e-06	1520.000000	6.6878e-06	1520.000000	6.55337e-06	1520.000000	6.16111e-10	
1540.000000	5.51697e-06	1540.000000	6.5482e-06	1540.000000	6.67976e-06	1540.000000	6.57369e-06	1540.000000	6.67972e-06	1540.000000	6.54759e-06	1540.000000	6.08662e-10	
1560.000000	5.51304e-06	1560.000000	6.54289e-06	1560.000000	6.67206e-06	1560.000000	6.56612e-06	1560.000000	6.67203e-06	1560.000000	6.54228e-06	1560.000000	6.01397e-10	
1580.000000	5.50953e-06	1580.000000	6.53802e-06	1580.000000	6.66472e-06	1580.000000	6.55891e-06	1580.000000	6.66471e-06	1580.000000	6.53743e-06	1580.000000	5.94309e-10	
1600.000000	5.50644e-06	1600.000000	6.53359e-06	1600.000000	6.65774e-06	1600.000000	6.55205e-06	1600.000000	6.65774e-06	1600.000000	6.533e-06 	1600.000000	5.87391e-10	
1620.000000	5.50374e-06	1620.000000	6.52957e-06	1620.000000	6.6511e-06	1620.000000	6.54553e-06	1620.000000	6.65109e-06	1620.000000	6.52899e-06	1620.000000	5.80639e-10	
1640.000000	5.50144e-06	1640.000000	6.52596e-06	1640.000000	6.64478e-06	1640.000000	6.53932e-06	1640.000000	6.64478e-06	1640.000000	6.52539e-06	1640.000000	5.74044e-10	
1660.000000	5.4995e-06	1660.000000	6.52274e-06	1660.000000	6.63877e-06	1660.000000	6.53343e-06	1660.000000	6.63878e-06	1660.000000	6.52217e-06	1660.000000	5.67603e-10	
1680.000000	5.49792e-06	1680.000000	6.51989e-06	1680.000000	6.63306e-06	1680.000000	6.52783e-06	1680.000000	6.63308e-06	1680.000000	6.51933e-06	1680.000000	5.6131e-10	
1700.000000	5.49669e-06	1700.000000	6.51741e-06	1700.000000	6.62763e-06	1700.000000	6.52252e-06	1700.000000	6.62767e-06	1700.000000	6.51685e-06	1700.000000	5.55159e-10	
1750.000000	5.49507e-06	1750.000000	6.51269e-06	1750.000000	6.61525e-06	1750.000000	6.5104e-06	1750.000000	6.61532e-06	1750.000000	6.51215e-06	1750.000000	5.40376e-10	
1800.000000	5.49541e-06	1800.000000	6.50998e-06	1800.000000	6.60441e-06	1800.000000	6.49983e-06	1800.000000	6.60451e-06	1800.000000	6.50945e-06	1800.000000	5.26383e-10	
1850.000000	5.49754e-06	1850.000000	6.50911e-06	1850.000000	6.59498e-06	1850.000000	6.49065e-06	1850.000000	6.59513e-06	1850.000000	6.5086e-06	1850.000000	5.13121e-10	
1900.000000	5.50136e-06	1900.000000	6.50993e-06	1900.000000	6.58684e-06	1900.000000	6.48275e-06	1900.000000	6.58702e-06	1900.000000	6.50943e-06	1900.000000	5.00531e-10	
1950.000000	5.50673e-06	1950.000000	6.51233e-06	1950.000000	6.57988e-06	1950.000000	6.476e-06 	1950.000000	6.58007e-06	1950.000000	6.51184e-06	1950.000000	4.88563e-10	
2000.000000	5.51356e-06	2000.000000	6.51617e-06	2000.000000	6.57399e-06	2000.000000	6.4703e-06	2000.000000	6.5742e-06	2000.000000	6.51569e-06	2000.000000	4.77173e-10	
2100.000000	5.53122e-06	2100.000000	6.5278e-06	2100.000000	6.56511e-06	2100.000000	6.4617e-06	2100.000000	6.56526e-06	2100.000000	6.52734e-06	2100.000000	4.55962e-10	
2200.000000	5.55366e-06	2200.000000	6.54408e-06	2200.000000	6.55953e-06	2200.000000	6.45631e-06	2200.000000	6.55958e-06	2200.000000	6.54364e-06	2200.000000	4.36613e-10	
2300.000000	5.58034e-06	2300.000000	6.5644e-06	2300.000000	6.55668e-06	2300.000000	6.45362e-06	2300.000000	6.5566e-06	2300.000000	6.56398e-06	2300.000000	4.18887e-10	
2400.000000	5.61079e-06	2400.000000	6.58827e-06	2400.000000	6.55608e-06	2400.000000	6.45321e-06	2400.000000	6.55595e-06	2400.000000	6.58786e-06	2400.000000	4.02587e-10	
2500.000000	5.64463e-06	2500.000000	6.61524e-06	2500.000000	6.55739e-06	2500.000000	6.45472e-06	2500.000000	6.55723e-06	2500.000000	6.61485e-06	2500.000000	3.87546e-10	
2600.000000	5.68152e-06	2600.000000	6.64497e-06	2600.000000	6.56032e-06	2600.000000	6.45787e-06	2600.000000	6.56017e-06	2600.000000	6.64459e-06	2600.000000	3.73622e-10	
2700.000000	5.72117e-06	2700.000000	6.67713e-06	2700.000000	6.56465e-06	2700.000000	6.4624e-06	2700.000000	6.56451e-06	2700.000000	6.67677e-06	2700.000000	3.60694e-10	
2800.000000	5.76333e-06	2800.000000	6.71148e-06	2800.000000	6.57017e-06	2800.000000	6.46813e-06	2800.000000	6.57006e-06	2800.000000	6.71113e-06	2800.000000	3.48657e-10	
2900.000000	5.8078e-06	2900.000000	6.74776e-06	2900.000000	6.57672e-06	2900.000000	6.47486e-06	2900.000000	6.57662e-06	2900.000000	6.74743e-06	2900.000000	3.37422e-10	
3000.000000	5.85438e-06	3000.000000	6.7858e-06	3000.000000	6.58416e-06	3000.000000	6.48246e-06	3000.000000	6.58407e-06	3000.000000	6.78547e-06	3000.000000	3.2691e-10	
3200.000000	5.95326e-06	3200.000000	6.86645e-06	3200.000000	6.60119e-06	3200.000000	6.49977e-06	3200.000000	6.6011e-06	3200.000000	6.86614e-06	3200.000000	3.0779e-10	
3400.000000	6.05889e-06	3400.000000	6.95227e-06	3400.000000	6.62043e-06	3400.000000	6.51924e-06	3400.000000	6.62033e-06	3400.000000	6.95198e-06	3400.000000	2.90845e-10	
3600.000000	6.17042e-06	3600.000000	7.04237e-06	3600.000000	6.64127e-06	3600.000000	6.54028e-06	3600.000000	6.64116e-06	3600.000000	7.0421e-06	3600.000000	2.7572e-10	
3800.000000	6.28716e-06	3800.000000	7.13606e-06	3800.000000	6.66325e-06	3800.000000	6.56244e-06	3800.000000	6.66312e-06	3800.000000	7.1358e-06	3800.000000	2.62134e-10	
4000.000000	6.40857e-06	4000.000000	7.23276e-06	4000.000000	6.68603e-06	4000.000000	6.58537e-06	4000.000000	6.68587e-06	4000.000000	7.23251e-06	4000.000000	2.49862e-10	
4200.000000	6.5342e-06	4200.000000	7.33202e-06	4200.000000	6.70933e-06	4200.000000	6.60882e-06	4200.000000	6.70917e-06	4200.000000	7.33179e-06	4200.000000	2.3872e-10	
4400.000000	6.66369e-06	4400.000000	7.43347e-06	4400.000000	6.73296e-06	4400.000000	6.63259e-06	4400.000000	6.73279e-06	4400.000000	7.43325e-06	4400.000000	2.28557e-10	
4600.000000	6.79672e-06	4600.000000	7.53681e-06	4600.000000	6.75675e-06	4600.000000	6.65652e-06	4600.000000	6.75659e-06	4600.000000	7.53659e-06	4600.000000	2.19248e-10	
4800.000000	6.93304e-06	4800.000000	7.64176e-06	4800.000000	6.78059e-06	4800.000000	6.6805e-06	4800.000000	6.78044e-06	4800.000000	7.64155e-06	4800.000000	2.1069e-10	
5000.000000	7.07244e-06	5000.000000	7.74813e-06	5000.000000	6.80438e-06	5000.000000	6.70444e-06	5000.000000	6.80425e-06	5000.000000	7.74793e-06	5000.000000	2.02794e-10	
5250.000000	7.25073e-06	5250.000000	7.8828e-06	5250.000000	6.83396e-06	5250.000000	6.73418e-06	5250.000000	6.83386e-06	5250.000000	7.8826e-06	5250.000000	1.93741e-10	
5500.000000	7.43323e-06	5500.000000	8.0191e-06	5500.000000	6.86325e-06	5500.000000	6.76364e-06	5500.000000	6.86319e-06	5500.000000	8.01891e-06	5500.000000	1.85485e-10	
6000.000000	7.80991e-06	6000.000000	8.29565e-06	6000.000000	6.92074e-06	6000.000000	6.82142e-06	6000.000000	6.92072e-06	6000.000000	8.29548e-06	6000.000000	1.70972e-10	
6500.000000	8.2009e-06	6500.000000	8.5763e-06	6500.000000	6.97649e-06	6500.000000	6.87742e-06	6500.000000	6.9765e-06	6500.000000	8.57614e-06	6500.000000	1.58621e-10	
7000.000000	8.60505e-06	7000.000000	8.85999e-06	7000.000000	7.0302e-06	7000.000000	6.93147e-06	7000.000000	7.03033e-06	7000.000000	8.85984e-06	7000.000000	1.4798e-10	
7500.000000	9.02155e-06	7500.000000	9.14597e-06	7500.000000	7.0821e-06	7500.000000	6.98353e-06	7500.000000	7.08219e-06	7500.000000	9.14583e-06	7500.000000	1.38713e-10	
8000.000000	9.44974e-06	8000.000000	9.43366e-06	8000.000000	7.13208e-06	8000.000000	7.03363e-06	8000.000000	7.13208e-06	8000.000000	9.43353e-06	8000.000000	1.30569e-10	
8500.000000	9.88915e-06	8500.000000	9.72265e-06	8500.000000	7.18015e-06	8500.000000	7.08183e-06	8500.000000	7.18007e-06	8500.000000	9.72253e-06	8500.000000	1.23352e-10	
9000.000000	1.03394e-05	9000.000000	1.00126e-05	9000.000000	7.22638e-06	9000.000000	7.1282e-06	9000.000000	7.22625e-06	9000.000000	1.00125e-05	9000.000000	1.16913e-10	
9500.000000	1.08002e-05	9500.000000	1.03033e-05	9500.000000	7.27085e-06	9500.000000	7.17285e-06	9500.000000	7.27069e-06	9500.000000	1.03032e-05	9500.000000	1.1113e-10	
10000.000000	1.12713e-05	10000.000000	1.05945e-05	10000.000000	7.31365e-06	10000.000000	7.21586e-06	10000.000000	7.31349e-06	10000.000000	1.05944e-05	10000.000000	1.05907e-10	
11000.000000	1.22436e-05	11000.000000	1.1178e-05	11000.000000	7.39466e-06	11000.000000	7.29732e-06	11000.000000	7.39453e-06	11000.000000	1.11779e-05	11000.000000	9.68429e-11	
12000.000000	1.32553e-05	12000.000000	1.17621e-05	12000.000000	7.47016e-06	12000.000000	7.37329e-06	12000.000000	7.47005e-06	12000.000000	1.1762e-05	12000.000000	8.92444e-11	
13000.000000	1.43056e-05	13000.000000	1.23463e-05	13000.000000	7.54073e-06	13000.000000	7.44437e-06	13000.000000	7.54066e-06	13000.000000	1.23463e-05	13000.000000	8.27801e-11	
14000.000000	1.53939e-05	14000.000000	1.29303e-05	14000.000000	7.60692e-06	14000.000000	7.5111e-06	14000.000000	7.6069e-06	14000.000000	1.29302e-05	14000.000000	7.72117e-11	
15000.000000	1.65199e-05	15000.000000	1.35136e-05	15000.000000	7.6692e-06	15000.000000	7.57396e-06	15000.000000	7.66923e-06	15000.000000	1.35136e-05	15000.000000	7.23635e-11	
16000.000000	1.76835e-05	16000.000000	1.40963e-05	16000.000000	7.72798e-06	16000.000000	7.63333e-06	16000.000000	7.72806e-06	16000.000000	1.40963e-05	16000.000000	6.81033e-11	
17000.000000	1.88845e-05	17000.000000	1.46782e-05	17000.000000	7.78362e-06	17000.000000	7.68958e-06	17000.000000	7.78372e-06	17000.000000	1.46781e-05	17000.000000	6.43292e-11	
18000.000000	2.01228e-05	18000.000000	1.52591e-05	18000.000000	7.83644e-06	18000.000000	7.74298e-06	18000.000000	7.83654e-06	18000.000000	1.52591e-05	18000.000000	6.0962e-11	
19000.000000	2.13984e-05	19000.000000	1.58392e-05	19000.000000	7.88669e-06	19000.000000	7.79382e-06	19000.000000	7.88674e-06	19000.000000	1.58391e-05	19000.000000	5.79387e-11	
20000.000000	2.27113e-05	20000.000000	1.64183e-05	20000.000000	7.93463e-06	20000.000000	7.84232e-06	20000.000000	7.93457e-06	20000.000000	1.64182e-05	20000.000000	5.52086e-11	
21000.000000	2.40616e-05	21000.000000	1.69964e-05	21000.000000	7.98038e-06	21000.000000	7.88867e-06	21000.000000	7.98025e-06	21000.000000	1.69963e-05	21000.000000	5.27308e-11	
22000.000000	2.54493e-05	22000.000000	1.75735e-05	22000.000000	8.02399e-06	22000.000000	7.93306e-06	22000.000000	8.02391e-06	22000.000000	1.75734e-05	22000.000000	5.04715e-11	
23000.000000	2.68747e-05	23000.000000	1.81496e-05	23000.000000	8.06582e-06	23000.000000	7.97564e-06	23000.000000	8.06576e-06	23000.000000	1.81496e-05	23000.000000	4.84029e-11	
24000.000000	2.83376e-05	24000.000000	1.87248e-05	24000.000000	8.10598e-06	24000.000000	8.01655e-06	24000.000000	8.10588e-06	24000.000000	1.87248e-05	24000.000000	4.65015e-11	
25000.000000	2.98384e-05	25000.000000	1.92991e-05	25000.000000	8.14451e-06	25000.000000	8.05591e-06	25000.000000	8.14446e-06	25000.000000	1.92991e-05	25000.000000	4.47477e-11	
26000.000000	3.13772e-05	26000.000000	1.98724e-05	26000.000000	8.18156e-06	26000.000000	8.09384e-06	26000.000000	8.18154e-06	26000.000000	1.98724e-05	26000.000000	4.31248e-11	
27000.000000	3.2954e-05	27000.000000	2.04448e-05	27000.000000	8.21727e-06	27000.000000	8.13043e-06	27000.000000	8.21729e-06	27000.000000	2.04448e-05	27000.000000	4.16185e-11	
28000.000000	3.4569e-05	28000.000000	2.10164e-05	28000.000000	8.25175e-06	28000.000000	8.16577e-06	28000.000000	8.25173e-06	28000.000000	2.10163e-05	28000.000000	4.02166e-11	
29000.000000	3.62225e-05	29000.000000	2.1587e-05	29000.000000	8.2851e-06	29000.000000	8.19995e-06	29000.000000	8.285e-06 	29000.000000	2.1587e-05	29000.000000	3.89086e-11	
30000.000000	3.79145e-05	30000.000000	2.21568e-05	30000.000000	8.31735e-06	30000.000000	8.23303e-06	30000.000000	8.31714e-06	30000.000000	2.21567e-05	30000.000000	3.76852e-11	
32000.000000	4.1415e-05	32000.000000	2.32938e-05	32000.000000	8.37871e-06	32000.000000	8.29618e-06	32000.000000	8.37835e-06	32000.000000	2.32938e-05	32000.000000	3.54611e-11	
34000.000000	4.5072e-05	34000.000000	2.44277e-05	34000.000000	8.43617e-06	34000.000000	8.35569e-06	34000.000000	8.43579e-06	34000.000000	2.44277e-05	34000.000000	3.34912e-11	
36000.000000	4.88871e-05	36000.000000	2.55585e-05	36000.000000	8.49019e-06	36000.000000	8.41195e-06	36000.000000	8.48987e-06	36000.000000	2.55585e-05	36000.000000	3.17338e-11	
38000.000000	5.28617e-05	38000.000000	2.66863e-05	38000.000000	8.54118e-06	38000.000000	8.4653e-06	38000.000000	8.54096e-06	38000.000000	2.66863e-05	38000.000000	3.01562e-11	
40000.000000	5.69975e-05	40000.000000	2.78114e-05	40000.000000	8.58947e-06	40000.000000	8.51602e-06	40000.000000	8.58931e-06	40000.000000	2.78114e-05	40000.000000	2.87319e-11	
42000.000000	6.12962e-05	42000.000000	2.89338e-05	42000.000000	8.63535e-06	42000.000000	8.56436e-06	42000.000000	8.63517e-06	42000.000000	2.89337e-05	42000.000000	2.74393e-11	
44000.000000	6.57595e-05	44000.000000	3.00536e-05	44000.000000	8.67906e-06	44000.000000	8.61052e-06	44000.000000	8.67881e-06	44000.000000	3.00536e-05	44000.000000	2.62608e-11	
46000.000000	7.0389e-05	46000.000000	3.11709e-05	46000.000000	8.72082e-06	46000.000000	8.6547e-06	46000.000000	8.72029e-06	46000.000000	3.11709e-05	46000.000000	2.51819e-11	
48000.000000	7.51866e-05	48000.000000	3.22859e-05	48000.000000	8.76075e-06	48000.000000	8.69706e-06	48000.000000	8.75993e-06	48000.000000	3.22859e-05	48000.000000	2.41904e-11	
50000.000000	8.01539e-05	50000.000000	3.33986e-05	50000.000000	8.79885e-06	50000.000000	8.73774e-06	50000.000000	8.79775e-06	50000.000000	3.33986e-05	50000.000000	2.32759e-11	
